Text,Emotion
i kept all the money then i would feel greedy,anger
i feel like we are pressured into being young beautiful thin and depending on the trend having the girls rejuvenated or butt implants,fear
i type this i feel like one of those unfortunate animals that gets caught in washing machines and somehow survives much lighter ragged and half dead,sadness
i write what i feel if you get annoyed and sick of this simply close the tab,anger
i no longer feel doomed to falling into the abyss with no way out,sadness
@zincroof ahh ok! Enjoy! I'll miss it,love
im feeling kinda shaky my mind is full of doubt good luck love you,fear
@itschelseastaub http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*,love
i find im barely breathing and feel a little frantic,fear
im having my biannual mammogram and although i know it only hurts for a while im feeling unusually apprehensive,fear
"bummer, my phone gets disconnected. on the weekend of my birthday. darn &lt;/3",surprise
i feel innocent and free again,joy
i also were able to get appointment with the osteopath on the which is freaking awesome as it feels like i am caring a boulder in my stomach,love
i was feeling a bit discouraged and her words really hit home,sadness
i feel like youve hated me ever since i was born and you wish i was never born,anger
i feel traumatised and pained,sadness
i feel a mad connection with your body and this is how i decided to kick off side a,anger
i look into the news especially at these unsettling times sometimes i just feel so burdened to pray and cry out to god for the nations,sadness
"` I 'm not particularly worried if players do n't score , but you just ca n't stroll arou",fear
@FirstDigg Congrats on your bike ride today.. Very impressive indeed.. Ya might be doing' the &quot;Tour De France&quot; some day,love
i have a feeling he wont be thrilled but i think its ultimately my decision,joy
i have to report and suddenly your author feels bashful for his maniacal rants,fear
i wake up always feeling anxious not knowing why,fear
ur wlcm &amp; the pleasure is all mine.   {Jackie},love
i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,love
The Blowout ended,love
i feel anxious and worry just in case i dont understand the customers problems,fear
i feel so heartless right now,anger
"The anguished princess , says Morton , told one friend : ` If this is the price of public life then it is a price I am no longer willing to pay ",sadness
Dinner and A Movie with the Hubby,surprise
i love loving people and when i get the opportunity to really show how i feel i m going to do it no matter how stupid it sounds,sadness
im feeling bitter towards them god,anger
i feel like im an unwelcome presence whenever she is around,sadness
Bailey's here.,surprise
i lie awake for hours and look at him and at times i feel so ashamed of my thoughts,sadness
i need to be able to pursue the creative opportunities i crave without feeling like i m throwing my family under the bus funny how they still want to be fed even when i have a big gig to prepare for,surprise
"@melbritt_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",surprise
@dagadong  do you remember them all.... do not take that as a challenge to!,surprise
@CMZart you should get your work everywhere.. Articles etc. Love it!,love
i wasnt feeling like going on easter holidays i dont even know why at least i hope these days can be very productive for me,joy
ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed,fear
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,fear
im working on a new project and i feel so productive,joy
@mmmj You're watching Firepro0f?,surprise
i woke up this morning feeling like the unfortunate drain cover that a href http www,sadness
ive been feeling very mad at it,anger
i feel like i can and have accepted that but will others,love
i feel pretty lame typing that but my upper body is so weak,sadness
i don t really know the oldest one very well and his mothering mother seems to feel that he is not sweet,joy
Wedding..,surprise
@meriel I know it's not meeeee. Im surprised either  At least I get to laugh at myself UNLIKE SOME OTHER PEOPLE ),surprise
i feel i am beyond pissed off disappointed frustrated with myself,anger
i wanted to follow a set of food rules and feel amazing or party hard and suffer the consequences,surprise
i feel like ive been shaken around a thrown down,fear
happy mother's day!,love
i came to china feeling a little frightened of everything around me,fear
i feel like i havent been as compassionate toward him as i should be,love
Catching up on 2 weeks of LOST and Grey's!!    House is quiet again.,surprise
i can usually tell if someone is being honest i can feel if they are sincere and if they are just teasing,joy
i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,anger
"@Goatzilla nooo, poor cat  he just wants a cuddle... or food, its hard to tell",love
i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long,surprise
i feel as the author is very passionate about his poem because when he wrote his poem he wrote from his feeling and history,joy
i pictured a twin set of copper pipes running through me somewhere and while i was cool when i contemplated the one that flowed outward it made me feel weird to think about the other one,fear
i started to feel really confused,fear
i feel offended used and disgusted,anger
i was doing some reading during a rather unpleasant plane ride the other day and didnt feel like reading unpleasant things so i skipped the uruk hai entirely and for the full reading experience should come back to it at some point,sadness
i can t fix this and am anticipating feeling humiliated when i see workmates and friends,sadness
i read her novels to make me feel relaxed,joy
@Impala_Guy Maybe we will meet later again my friend - would luv too )) Iï¿½m still at the office and have a lot of work,love
i can honestly say that every good thing in my life right now is crashing down and i feel too stubborn to ask for help,anger
i was feeling very melancholy tonight for reasons i dont want to talk about,sadness
"` Robots , "" he said , ` gave me a means of venting my anger , "" a remark whose logic baffled me until I read another ` Logic alone can not explain thi",anger
@MuddyTheFox aww  but typing from beyond the grave...impressive,surprise
i feel rather intimidated by my re his impressive background and the clinic in general,fear
i spent a lot of time feeling overwhelmed with the amount of information he provided while reading the textbook,fear
i still feel a little weird and uncertain,fear
i had climbed on a cherry tree alone and there was a thick caterpillar beside my fingers i feel disgusted by caterpillars and snakes i was terribly afraid of the caterpillar crawling on my fingers out of the fear i was almost unable to climb down,fear
i arrived at the monastery one week later i was feeling terrified,fear
i used string and pins but i feel they get too messy and cluttered looking,sadness
i feel agitated and anxious and just plain weird,fear
@PrinceSammie OMG its working,surprise
i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy,anger
i feel so envious and proud of you at the same time if it is at all possible to feel that way,anger
i mustered up energy to feel christmassy i remember feeling kind of pissed off at the bad timing of everything,anger
@taylorswift13 Taylor Swift I think you're so pretty it makes my heart melt everytime I see your face.,love
oh my. i have to play cluedo.,surprise
i was still feeling a bit unsure a bit not convinced still a bit frustrated,fear
i got the feeling that the person on the other end hated me,anger
@captaincarrott  you're mean to me. You're gonna have to have pizza tonight or it will go off.,surprise
i have essentially at least in my mind solved these design problems i just don t fucking feel like working them out in all their iterations i just feel like i can t be bothered leave that shit to the junior designers,anger
Dang baby i love you ma,love
i want to be someone that people can approach and feel accepted by and not judged because i do feel that people feel judged by me,joy
im feeling really stressed at work too because theyre piling so much stuff for me to do and expect me to do all this creative stuff or decorate or make this,anger
For @Claire_inLaPush because she misses Quil so...  Far Away ~Nickleback ? http://blip.fm/~5z639,surprise
i feel a little bit anxious about it,fear
i feel contented but i m going to bet that i ll hate life tomorrow i hide a lot of things,joy
i dont have much art online that i feel properly represents my skillz an unfortunate scenario i know,sadness
@mitchelmusso i waited for like an hour and i never got to talk to you,surprise
i can eat but allow myself one naughty item of my choice to avoid feeling deprived,sadness
i get the feeling that most people in her life think that shes lead some sort of charmed existance,joy
i didnt really feel an appetite for noodles i chose a bowl of rice with sweet potatoe tempura amp miso soup was included,joy
i feel all glamorous,joy
i feel privileged to have them as a part of my world,joy
i feel very bitter that i am supposed to be providing this privileged space to someone else and i dont get it,anger
i shouldnt feel gloomy,sadness
i wanted to feel convinced that she had truly found herself and her place in the world without a man but considering that the book started and ended with a relationship i was not thoroughly convinced,joy
@ngffrussell Awesome.  I'm down in Ocean Beach (if you know where that is.) By the way. &quot;YourBiggestFan&quot; I'm a re-al big fan of you-rs.,surprise
i have would be that common ground but i always feel like i m a casual observer rather than an enthusiast,joy
i know what it feels like he stressed glaring down at her as she squeezed more soap onto her sponge,anger
@FanboyGeekStu That's one of the reasons we thought &quot;Should we have a kid?&quot;  &quot;Nah - let's get a piano instead.&quot;    You poor buggers,surprise
i feel wronged by you over and over,anger
"@4ut I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",surprise
I've just bought 2 tickets to see the latest show of Gad Elmaleh. I'm so so happyyyy  http://bit.ly/YGPDd,surprise
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,anger
i feel wonderful monroe said upon the launch of her company im incorporated,joy
i feel loyal to style,love
@taylor_dayne OMG!!! Yr like a goddess to me. Prove yr love &amp; love will lead u back are 2 of my fav old skool tracks  x,love
i feel could be amazing but like wonder woman is rarely handled well,surprise
i feel honored to take part in the upcoming sight amp sound greatest film poll,joy
i guess you cant see how wed feel a bit unwelcome,sadness
i feel bouncy and weird and strange and i love it,joy
i feel all the effort was worthwhile,joy
i feel as though marjane had to live a very rushed childhood not so much for what was happening in her surroundings but because of her eager need to know everything,anger
"@jenna218 I'm there! So, no New York for me!",surprise
i pulled out and explained that i couldn t feel my penis or at least feel it with any more feeling than my aching back or throbbing balls or stinging nipples,sadness
"I went swimming , and I was so happy I cried into the sea for three-quarters of an h",joy
i am feeling something ive never ever felt before and its unpleasantly pleasant,joy
@Dublins98Dave @doneganland has tickets.......?,surprise
im feeling very uncomfortable which isnt helping im sure,fear
It 'll be very loud and you might get frightened,fear
Made coffee cake for her mom,love
i was feeling pretty anxious all day but my first day at work was a very good day and that helped a lot,fear
im in confuse and feeling so blank rite now,sadness
i was like oh thats awesome blah but then he was like reminding me hes interested in this other girl and i was like i know this but what concerns me more is if it makes you feel too weird to be with me like this,surprise
i have noticed more symptoms coming back over sleeping and eating feeling lethargic my temper and doing less around the house,sadness
i am feeling a bit agitated or stressed i find a surprising amount of relief from cleaning and decluttering my house or even just a small space like a closet,fear
i feel ok much better and stronger than i did a few weeks ago,joy
i was feeling over eager and hopped on to the tube to ride the eye of london,joy
"The horror in her voice was almost ludicrous , and Briant raised his eyebrows slight",fear
i fear that other people ask me about my feelings i am most reluctant to talk about things,fear
@mistressmia And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,love
i feel foolish admitting how hard this hit me,sadness
i feel all depressed,sadness
i think it to want you to settle immediately each other not to feel unpleasant,sadness
i came out of the airport that makes me feel irritable uncomfortable and even sadder,anger
Happy Mother's Day to all you tweeting mothers,surprise
i leave his words feeling doubtful of the naight ever ending,fear
"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream",surprise
i feel them and im loving it,love
i wanted everyone no matter what their lifestyle to feel a little bit glamorous,joy
i feel like i have to preface this post w a disclaimer of some sort before i have an enraged peta after me or something equally as horrible,anger
"@nickyvender Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways",surprise
i was beginning to think that i had been cut from the ranks of the frugal antics improv challenge and was beginning to feel a bit insecure about my first entry last month,fear
i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed,sadness
i will feel shy and won t be able to talk to her,fear
@vanwau Ooh really?!! Well you know you're always welcome!!,surprise
i began to feel that it was shaken so badly that it would never be repaired,fear
i wouldn t feel as offended as i do now because the sign would be accurate,anger
i felt myself melting away again but this time it was a happy feeling not a scared one,fear
i definitely feel that my poems are in conversation with nature poetry but in the way that a rebellious activist might be in conversation with a government official,anger
i woke up feeling crappy tired and fighting this feeling all day maybe it is all the pollen the barometric pressure i dont know i know i was off kilter,sadness
i dolphins feel sweet taste of victory defeat cincinnati bengals in overtime a href http twitter,joy
im too used to having too many expectations and too much pressure put upon me to achieve things that i feel inadequate when i take it slowly,sadness
when i saw a man hitting a child of years without any consideration,anger
My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,surprise
i feel poisoned and tortured by this room,fear
"@Rayyychell  Jane Austen's books!,    Pride and Prejudice &amp; Emma are great!!, Also  Northanger Abbey!",love
i feel sexually threatened because some guys can be assholes fuck you of course im going to be a bitch and do whatever i need to do to get my ass out of the situation,fear
@TheNewBradie is that teh part where hes liek feeling the girl. i feel sooo soooory for her,surprise
im still feeling indecisive im polling yall p,fear
i still do feel left out i do feel like the most hated kid in the asian crew,anger
i feel is a valuable reason was the alone time that debra and i had driving to woodston camp kansas assemblies of god family camp,joy
every time i meet a certain dog that has once bitten me,fear
i keep forgetting but shouldnt is no matter what happens i should not hesitate or feel too ashamed to come back to allah and get back on my feet,sadness
i feel so privileged to have spent so much time with him,joy
i feel like im being taken advantage of and on top of that i am really bothered by my boyfriends sloppy behaviors,anger
i was feeling all resentful that id been given such a boring assignment and,anger
Had some lovely sugar puffs and just been playing with my amazing dog jack,love
i dont know whats wrong with me i try studying but i just feel like im fluffing around and getting distracted all the time,anger
im feeling abit uncertain now,fear
i feel about myself is so fucked up,anger
i feel a bit dissatisfied with my current network,anger
@TheBetterSexDoc   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,love
"@AndrewHansen1 Thanks Andrew! It hasn't yet been published, but looking forward to it",love
im feeling and i say useless and he says that fucker messed with your head,sadness
i watched the news at the tv,anger
i feel much more confident that any other time ive been to india in the past,joy
"NOOOOO! serena and darrian don't remember each other, and i've been waiting all day to see them confess their love",surprise
"@ovidiunegrean thanks, nice app  i will take a closer look.",love
im sure anyone whos seen someone close go through this process you feel entirely useless in this situation not being able to take away any of the troubles or ailments,sadness
i feel really uptight and unable to unwind,fear
i would feel productive,joy
i happened to see the videotape movie this is america part one at my friends place,anger
"that little girl on BGT  omggg, how can people not feel sorry for her?",surprise
i tell myself that whenever i feel hesitant to start muay thai,fear
i ate feeling hateful towards myself because of a number,anger
@killakim NEW FRIEND?? hmmm... tell me more,surprise
i gents been feeling lousy over the last few weeks which ended up with a trip to the hospital last saturday which put a damper on the wedding anniversary,sadness
@RobertKazinsky Congratulations on the award - totally deserved,love
i do wear diapers once in a while but only when i m feeling casual,joy
i would not feel hesitant in using the medical system again if needed,fear
i am not feeling so generous and he is sent to the sofa where he glares at me for the next six hours,joy
i don t feel particularly passionate as i once did and my goals are changing and evolving quickly,joy
i feel i should say what i want since you are in fact reading my diary i feel that many of my beloved readers are becoming offended with some of the things i say and post here,joy
i could look up the coordinates of the cave but im feeling adventurous and decide to find it myself from tibris directions,joy
"I want to become vegetarian, It's going to be so hard!",surprise
i would constantly feel agitated,fear
ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein,anger
is also wishing these two lovely mothers @solangeknowles &amp; @fatbellybella a very special Mother's Day!!!  enjoy!,love
"@IainLiddle When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",love
i must say it is a wonderful feeling and makes me feel so submissive,sadness
i am feeling quite distressed and dejected over my battle with insomnia,fear
i often feel offended when people other fans think i name my son joshua as joshua in josh groban,anger
i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,fear
"But I am on pg 145 of 165, so I'm getting close!  *yawn*",surprise
i want to share about a wonderful organization that i feel extremely passionate about,love
"@kate38381849 haha, yeah i meant mall! -winks back-",surprise
@o0CHiiNKz (blinks fast) its better now ... Lol thanks :-*,love
i thought i wont be affected by how youre thinking feeling but the petty side of you digust me,anger
"@simoncollister I moved in with the other half, so no balcony anymore  Have got a great mini-herb garden on window sill though! you?",surprise
i feel the vile rising in my throat flipping up the lid on the toilet to let it out,anger
"@Gertrudesteinjr That's kinda cute, to be honest",love
im back with another skincare review well actually i feel reluctant to make a review of sectret key snail egf repairing gel cream because i even stopped using it switched back to my second jar of a href http sparkleapple,fear
i almost started to feel like wimpy from the popeye cartoons,fear
@therealsavannah I know you would be successful. And you're just starting. You would do great in the coming years. Good luck to you,love
i feel bitter and jealous,anger
i feel so frightened i just wanted to document the way i m feeling,fear
i have a feeling this will be a lovely little thing of a perfume,love
i feel it is a worthwhile item to me or within my company s mission,joy
i was thinking about a post i wrote earlier mulling over the memories it brought to the surface tossing them around in my head and began to feel this gentle tug this little nudge deep down that began to vibrate and morph into something solid,love
i have been feeling i find myself becoming less and less amused and interested in many of the activities and attitudes that have brought me joy in the past,joy
i managed to take some photos today of my outfit which did feel rather strange especially as i havent taken any for such a long time,surprise
i am appalled that i feel violent toward another human being,anger
i feel very dissatisfied with myself,anger
ill add i havent tried all that time but i do feel as i adapt and pick up techniques quickly this is one of the things im amazed that its taken me this long,surprise
@mileycyrus tell me where to vote and I will do so!!!! cause I'm from Germany I don't now where to do it..  btw: I love you and your music,love
"However , does the right hon. Gentleman recognise that profound disquiet has been expressed about some of the proposals in the Bill , particularly the fast-track on",fear
im sure there are situations when this happens with the older crowd i feel its dangerous to do online dating when youre young,anger
i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you she was special,joy
i feel restless otherwise known as useless or lazy when i take long breaks from writing,fear
i discovered out what created my wife feel lovedi was shocked,surprise
"Just had my teeth checked, now my eyes. I'm dying for a coffee but can't drink for an hour.",love
wow the weather is amazing today!,love
i didn t feel alarmed at all,fear
my boyfriend with whom i had a longlasting relationship,sadness
i guess a similar viewpoint might be when we feel smug or better than someone else,joy
when i couldnt find my dog which was missing,sadness
i feel theyre very cute and useful,joy
i feel so unhappy about this,sadness
i wont be so sure to feel optimistic about this either,joy
i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics,fear
i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby,anger
i used that word just to feel the energy of anticipation as people prepare their delicious meals and gather their needed tools for when they invite their loved ones into their homes,joy
i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted,fear
There was widespread disquiet in the media and elsewhe,fear
"@tommcfly I'm running out of things to say, and I'm starting to think you'll hate me for flooding your inbox with &quot;Philippines tour?&quot;",surprise
Whoever u are and wherever u go always remember where u come from,love
@JoesGaGirl Here I'm staying up with you and you're not talking to me.   hehe,surprise
i reached down to feel what that strange sensation was and i felt something there,fear
i feel like quitting rugby because i am ignored,sadness
i have spent more than what i expected when i went to the us last summer so i feel burdened that i have to work to lessen the financial burden of my parents,sadness
I felt that she was quite distressed by the birth -- she seemed drowsy and a bit blu,sadness
i tried but i failed to put much efforts therefore i feel myself getting punished for not able to see my idol i should be i used to watch all of his b amp w movies made during my mothers generation but still i liked him his mesmerism style music his zest for life,sadness
I burnt myself,surprise
i didnt feel angry i didnt feel bitter i felt,anger
im feeling bitchy as hell tonight,anger
"@JCinQC it is far from downtown, 30-40 minutes or so  and they do have veggie burgers",surprise
@Shannannagin haha. Thanks Shannon.  3 out of 5 boats got first.,love
i show my partner how i feel i m afraid s he will not feel the same about me,fear
"Feeling thoroughly disquieted , she left her room in a ru",fear
i learnt to never talk about feelings when ive had a drink because it gets messy,sadness
im feel especially affectionate toward and blessed by r shannon and the other close family friends who made my birthday very special,love
when i woke up in the middle of the night because of a dream,fear
still can't believe all of the gig posters in the Little Civic have been taken down!?,surprise
i am also posting this because i am trying to work on the writing i want my students to feel passionate about,joy
britains got talent lets gooooooooo...and paige sorry k  haa xxxxx,love
i get to feel all virtuous when i do something like whip out my cloth napkin or reusable shopping bag,joy
i cant help feeling mad at this man,anger
i got really fucked up last night i got really really really fucked up on loads of downers it was such a bad idea such a bad idea i feel like a neurotic mess right now i cant handle it i cant handle it i cant handle it,fear
i feel honoured to be friends with you,joy
So grateful for my amazing family. How blessed am I. Happy Mothers day everyone,love
i really appreciated this even thought i m not christian any type of prayers are welcome and i d been feeling so lost and so out of it,sadness
"He said nothing , and from the anger on his face she saw that he did n't think he owed her a re",anger
@LiveJoy i love to read ur little quotes,love
i feel so amazing about taking this trip as i think ill finally be able to relax and feel comfortable at home and somehow just melt back into it,surprise
i have a bad feeling about something that should be respected,joy
i begin to write back to god expressing to him my thoughts and feelings my fears my desires during those times are when i feel my soul being content,joy
i said feeling a little shaky as i stared at the ocean from which the goddess was rising not knowing why,fear
i never got that i m too full feeling except for the couple times i ate sweet potatoes and trust me i was eating a lot,love
i can t justify i get a little annoyed when non diabetics say they have low blood sugar because i imagine their low blood sugars don t feel as terrible as mine do,sadness
i quite dig the subdued tone and plot direction i feel a reluctant emotional bond with the show,fear
i feel useless with just a bachelors and masters,sadness
i also feel that no one in the music school is really being very supportive of me on this,love
i feel it is vital to make the most of that day and live it to our fullest potential,joy
i still feel like there are more than enough to keep me entertained while still being just a few to keep dusted,joy
im not sure how i feel more than anything im keen to see it as a test to see if im over him yet and ready to view him as a friend,joy
i feel is defective,sadness
says HAPPY MOTHER'S DAY!  http://plurk.com/p/sv70e,love
i could loose my job i would be so f amp ed for xmas i hate xmas i hate holidays i wish they would go away i feel nervous i feel sad what if i disappoint my family my friends,fear
i am not feeling fabulous i can now speak,joy
i asked her if she could feel her precious dogs soul,joy
getting rained out @ the devon horse show.  *head desk*,surprise
im still feeling a bit stunned by an experience i had tonight while watching a movie,surprise
i feel super awkward and out of place right now,joy
i was driving i feel so contented after sadhana so fulfilled,joy
i want to say that i feel vulnerable writing and sharing this info,fear
i feel only a little agitated right now,anger
i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,surprise
"BTW, for the record, can I just say I have waaay too many clothes.  While packing, found a green boa &amp; a 22&quot; velvet and black corset.",surprise
i eat biscuits crisps and ice cream all day yeah it tastes great but it makes me feel so groggy the following day take more photos,sadness
i want to hold this feeling of shocked awe and wonder forever,surprise
i feel like buy to play is the most accepted model by consumers at large,love
i feel so lucky that my parents made a point to take us everywhere and anywhere they could,joy
@pameladetlor aw honey... you just relaxin? That's probably for the best.,love
i feel surprised and disturbed actually,surprise
i guess avoiding the boundaries conversation with him has me feeling a little unsure about my confidence and strength,fear
im feeling envious already,anger
"He seemed agitated , restlessly pacing about , looking out into the crowds , then drawing back into the shelter of the arca",fear
im a big guy and ive gotten into some of the rigs that weve worked with to try them out and see what they feel like and let me tell you it was less than pleasant,joy
ive been feeling a little frantic recently because our summer together is flying by so quickly,fear
i love the rainbow look that i have going on and think that it feels really festive i just hope the kids don t feel like it s suppose to be a constant party in our classroom thanks to the tissue paper balls,joy
i feel so damn complacent,joy
i start feeling overwhelmed and i just want to run away and hide in the back of my closet,fear
i feel as if i was abused in some way,sadness
i told her yeah they feel insecure and they bully people because it makes them feel powerful physically,fear
i did or i did not doesnt matter any more because i am starting to feel assured of who i am now and have made peace with why i lied in the past,joy
i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,anger
"They stared at one another in dismay , the sad , small wickedness of their friends and neighbours strewn around their minds like dirty confetti from a party long pa",fear
@amyserrata in the sun and changing my default icon just for you  what're your plans?,love
i wonder how is it feel to be really smart,joy
i know i dont live in new york anymore but i feel so outraged that this could happen in my city,anger
i feel truly delighted doing had already changed in such a short period of time,joy
i feel blessed harper hasnt come down with anything worse but i know its only a matter of time,love
"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a nigga call u a bitch cuz ladies ya worth then dat i mean it",love
i left that meeting feeling helpless and betrayed by the very laws that are supposed to protect me and other people in this state,fear
i somehow feel more vulnerable without it,fear
i feel excelent but sometimes theres just nothing to do especially since im not really keen on video games anymore i watch a bit of anime and some movies but theres just got to be more in my life,joy
@Magnum74 I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect,love
yay it's friday... hold on I have to work tomorrow,surprise
i asked feeling utterly useless,sadness
"@CocoFontana I'll have to watch it soon then!  An I love, New York? Sweet! I'll be on the lookout for that.",love
i have stayed at heritage christian because of the fulfillment that i feel in doing christ s work in action by being the hands the eyes the legs and the voice of supporting the individuals that i have been blessed to know and support,joy
i believe in luck and when luck is not on my side i feel beaten and sometimes upset,sadness
i can fail so im feeling pretty relaxed about them,joy
im not feeling like getting myself in motion to go to work...,love
"@hollymccaig OH yea, it's a can't miss w/ Justin Timberlake  I have not had the pleasure of removing a tick from Dakota yet.. Not fun!",surprise
"He says that Childine must survive because it has proved itself a lifeline for thousands of frightened , lonely and distressed childr",fear
@emelgeek Btw happy mom's day to hannah and your mom and han's mom! Yey! Moms unite! This is your day,love
i wake up feeling like something terrifyingly bad is bound to happen to me before i even get a chance to stick a limb outside of my covers,sadness
i feel so pained by a situation or circumstance or i become so frustrated by something that is so out of my control and completely unacceptable that instead of looking like a crazy person running around cursing and screaming i throw a tantrum in my mind,sadness
@AngelIbarra @ZombieNicholas DUBLIN TOMORROW!! Cant wait.. hope ye are excited  Been over a year since last time,surprise
i viewed back the new year card that you presented me i can feel your sincere,joy
i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,sadness
i wanna be in michi with my moma!! Love you Mom,love
"But the blank horror over Khmer Rouge atrocities between 1975 and 1978 has created a blind spot about its strength in Cambodia , and the growing likelihood that it will return to power , either on its own or with the other Cambodian opposition factio",fear
i hide what i am truly feeling thinking for fear that it will lead to something far more dangerous,anger
i am so fucking sick its not funny my head feels like its going to explode my sinuses are aching my stomach is feeling sloshy im not sure if thats good,sadness
i wish i could bottle her squeals of delight and take them out whenever im feeling grumpy,anger
i miller production dialog new media feeling generous,love
i feel it is very rude and ingorant,anger
just woke up. Happy Mommy's Day to everyone's mom and grandma!,love
@andyclemmensen heyyy you ALWAYS look nice  wanna come to my friend's party? its june 8th long weekend in sydney,love
@Dannymcfly http://twitpic.com/3ernb - Loving The Jumper,love
THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!,surprise
i am feeling joyful every part of me feels happy and light and whimsical,joy
i was feeling hopeful around the time i took it,joy
i was feeling a little skeptical that it would arrive on time the situation was not improved by the fact that despite various perfect party setups seeking in ffxi nobody was bothering to set them up including me but duh im lazy,fear
i feel heartbroken again i feel dead inside lost angry at myself,sadness
@hitrecorders! please follow @FollowHitRECord so that we can keep our updates and stuff there  use it to spread word,surprise
@yourbabyV  I don't like Demi...I like La La Land and Don't forget. Do you like Ashley Tisdale??,surprise
i have a feeling hell be the kid up there shooting daggers out of his eyes annoyed that hes standing up there holding flowers,anger
@shortyyyy Not yet! I'm going to tonight though,surprise
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,fear
i also feel contented and humbled by this experience and will always be thankful for this opportunity,joy
i feel terrible about the whole situation,sadness
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,fear
i was starting to feel the kick of the alcohol and jerald was slightly amused and said he would probably see me down half an hour later,joy
i am so tired about it and i feel so fucked up,anger
i feel intimidated by the wide open design and therefore find it hard to write,fear
i feel really dirty now but it felt really nice,sadness
@stephanierhenee wow... you're doing this all through text?  I would get tired after a while,surprise
i feel very nervous,fear
i do feel though that its pretty dangerous to try to apply only one strategy to a match,anger
i compare it to mine i feel irritated but i tried to be realistic to calm my self down,anger
i feel agitated with myself that i did not foresee her frustrations earlier leading to the ending of our relationship,fear
AHHHH! Cant find anything because I have way too much open,surprise
i feel agitated and the result is not pleasant the opposite of calm and peaceful,anger
i feel like i am nothing but pathetic,sadness
My heart was thumping with disqui,fear
i still miss him and feel rather weepy today,sadness
@blackmantra yes indeed!  nice to see you on twitter! Why do you ask? xx,surprise
ouch i have a headache. but i am in a ridiculously good mood,surprise
why am i up so early,surprise
i usually increase the font and maybe if i am feeling brave change to a non standard font style,joy
i agree with your original comment about down by the water i feel like that song transcends time and is gorgeously romantic but it s cinematic in that i feel like i m watching a story that belongs to someone else,love
"happy mothers day to all the mothers, grandmothers, furbaby mommies, etc!  heading out for breakfast with my mom shortly",love
@TiffanyCastillo muhaha martha &lt;33 have fun see uu next mnth,surprise
i am for the first time this year feeling the cold,anger
im feeling really lethargic and weird today,sadness
whoops...  not  in my last tweet,surprise
i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,sadness
Melanie was shocked to see the horror on her aunt 's fa,fear
i still feel vulnerable and hurt but its manageable,fear
i feel pathetic and the desolation is beyond consolation,sadness
i can only begin to feel how distraught she must be,fear
i will never feel heartbroken again,sadness
i can feel the beginnings of a cold so i figured i deserve a heinously hot bath,anger
Going to sunnybank,surprise
i feel scared rather than curl up like a threatened porcupine,fear
